DESCRIPTION,DATE,AMOUNT,TRANSACTION TYPE,Merchant,Signed Amount,YEAR,Month,Day,reference_number_improved,Category
"inr 3736.14 successfully debited account xxxx4275 via upi byjus 18feb2025. ref153524026605, axis bhim",2025-02-18,3736.14,debited,byjus,-3736.14,2025,2,18,153524026605,Education
"inr 3349.80 successfully debited account xxxx9239 via upi bookmyshow 15jan2025. ref302754802187, axis paytm",2025-01-15,3349.8,debited,bookmyshow,-3349.8,2025,1,15,302754802187,Entertainment
"inr 3724.15 successfully debited account xxxx8233 via upi goibibo 06apr2025. ref308787257472, axis phonepe",2025-06-04,3724.15,debited,goibibo,-3724.15,2025,6,4,308787257472,Travel
"inr 6083.41 successfully debited account xxxx7185 via upi airtel 06jul2025. ref939552825073, bob paytm",2025-06-07,6083.41,debited,airtel,-6083.41,2025,6,7,939552825073,Other
"inr 7576.58 successfully debited account xxxx8495 via upi vi recharge 27jul2025. ref966538170430, icici paytm",2025-07-27,7576.58,debited,vi recharge,-7576.58,2025,7,27,966538170430,Bills & Utilities
"inr 4553.96 successfully debited account xxxx4530 via upi amazon 17jul2025. ref305809137210, icici paytm",2025-07-17,4553.96,debited,amazon,-4553.96,2025,7,17,305809137210,Shopping
"inr 9077.76 successfully debited account xxxx6089 via upi local kirana 25jan2025. ref947886580956, bob paytm",2025-01-25,9077.76,debited,local kirana,-9077.76,2025,1,25,947886580956,Other
"inr 9566.01 successfully debited account xxxx6458 via upi medplus 20mar2025. ref119399129127, bob google pay",2025-03-20,9566.01,debited,medplus,-9566.01,2025,3,20,119399129127,Health & Wellness
"inr 2708.82 successfully debited account xxxx3889 via upi 1mg 03may2025. ref758169690258, hdfc paytm",2025-03-05,2708.82,debited,1mg,-2708.82,2025,3,5,758169690258,Health & Wellness
"inr 1479.69 successfully debited account xxxx8823 via upi uber 16apr2025. ref808727847304, axis phonepe",2025-04-16,1479.69,debited,uber,-1479.69,2025,4,16,808727847304,Transportation
"inr 3641.95 successfully debited account xxxx5123 via upi amazon 05mar2025. ref599132859775, hdfc amazon pay",2025-05-03,3641.95,debited,amazon,-3641.95,2025,5,3,599132859775,Shopping
"inr 2793.17 successfully debited account xxxx2137 via upi coursera 24may2025. ref102970468156, hdfc phonepe",2025-05-24,2793.17,debited,coursera,-2793.17,2025,5,24,102970468156,Education
"inr 2231.66 successfully debited account xxxx5799 via upi netflix 04mar2025. ref844277624640, hdfc bhim",2025-04-03,2231.66,debited,netflix,-2231.66,2025,4,3,844277624640,Entertainment
"inr 9347.45 successfully debited account xxxx8590 via upi edx 30apr2025. ref544207743939, bob phonepe",2025-04-30,9347.45,debited,edx,-9347.45,2025,4,30,544207743939,Education
"inr 3255.50 successfully debited account xxxx7812 via upi gas agency 11feb2025. ref485705580195, icici google pay",2025-11-02,3255.5,debited,gas agency,-3255.5,2025,11,2,485705580195,Bills & Utilities
"inr 5972.87 successfully debited account xxxx4307 via upi water bill 11mar2025. ref142416021620, pnb amazon pay",2025-11-03,5972.87,debited,water bill,-5972.87,2025,11,3,142416021620,Bills & Utilities
"inr 5157.67 successfully debited account xxxx4053 via upi room rent 08may2025. ref397433179950, pnb phonepe",2025-08-05,5157.67,debited,room rent,-5157.67,2025,8,5,397433179950,Rent
"inr 8479.70 successfully debited account xxxx1105 via upi netflix 27jan2025. ref337959911953, icici bhim",2025-01-27,8479.7,debited,netflix,-8479.7,2025,1,27,337959911953,Entertainment
"inr 3796.50 successfully debited account xxxx5116 via upi dominos 02jul2025. ref648046468435, axis paytm",2025-02-07,3796.5,debited,dominos,-3796.5,2025,2,7,648046468435,Food & Dining
"inr 5640.25 successfully debited account xxxx1802 via upi jio 13may2025. ref778691048724, pnb amazon pay",2025-05-13,5640.25,debited,jio,-5640.25,2025,5,13,778691048724,Bills & Utilities
"inr 8508.18 successfully debited account xxxx4614 via upi room rent 09mar2025. ref437815037298, sbi amazon pay",2025-09-03,8508.18,debited,room rent,-8508.18,2025,9,3,437815037298,Rent
"inr 4249.20 successfully debited account xxxx4967 via upi room rent 31mar2025. ref712768065102, bob paytm",2025-03-31,4249.2,debited,room rent,-4249.2,2025,3,31,712768065102,Rent
"inr 2745.57 successfully debited account xxxx8752 via upi ajio 27jun2025. ref803499281013, icici phonepe",2025-06-27,2745.57,debited,ajio,-2745.57,2025,6,27,803499281013,Bills & Utilities
"inr 9740.92 successfully debited account xxxx3804 via upi dmart 19apr2025. ref237276309807, axis amazon pay",2025-04-19,9740.92,debited,d-mart,-9740.92,2025,4,19,237276309807,Groceries
"inr 6652.55 successfully debited account xxxx8801 via upi flipkart 18mar2025. ref517885639185, sbi amazon pay",2025-03-18,6652.55,debited,flipkart,-6652.55,2025,3,18,517885639185,Shopping
"inr 1576.80 successfully debited account xxxx5806 via upi kfc 22jul2025. ref770657379586, pnb paytm",2025-06-22,1576.8,debited,kfc,-1576.8,2025,6,22,770657379586,Food & Dining
"inr 8023.37 successfully debited account xxxx7166 via upi zomato 12jul2025. ref381507094134, axis bhim",2025-12-06,8023.37,debited,zomato,-8023.37,2025,12,6,381507094134,Food & Dining
"inr 1685.02 successfully debited account xxxx9720 via upi dmart 07feb2025. ref292284470591, sbi phonepe",2025-07-02,1685.02,debited,d-mart,-1685.02,2025,7,2,292284470591,Groceries
"inr 9909.20 successfully debited account xxxx7329 via upi youtube premium 04jun2025. ref541595415531, axis amazon pay",2025-04-06,9909.2,debited,youtube premium,-9909.2,2025,4,6,541595415531,Entertainment
"inr 2036.83 successfully debited account xxxx4316 via upi udemy 01may2025. ref956025779803, icici amazon pay",2025-01-05,2036.83,debited,udemy,-2036.83,2025,1,5,956025779803,Education
"inr 4373.47 successfully debited account xxxx8851 via upi vi recharge 02jan2025. ref727632861306, hdfc phonepe",2025-02-01,4373.47,debited,vi recharge,-4373.47,2025,2,1,727632861306,Bills & Utilities
"inr 8304.51 successfully debited account xxxx5716 via upi swiggy 09mar2025. ref485628176574, icici google pay",2025-09-03,8304.51,debited,swiggy,-8304.51,2025,9,3,485628176574,Food & Dining
"inr 8857.79 successfully debited account xxxx5519 via upi unacademy 08mar2025. ref154853931668, sbi phonepe",2025-08-03,8857.79,debited,unacademy,-8857.79,2025,8,3,154853931668,Education
"inr 8478.73 successfully debited account xxxx1123 via upi kfc 20jan2025. ref571238131174, axis bhim",2025-01-20,8478.73,debited,kfc,-8478.73,2025,1,20,571238131174,Food & Dining
"inr 7283.97 successfully debited account xxxx8170 via upi ola 01jun2025. ref353797440811, hdfc bhim",2025-01-06,7283.97,debited,ola,-7283.97,2025,1,6,353797440811,Transportation
"inr 8058.20 successfully debited account xxxx4222 via upi byjus 30jun2025. ref196112167862, axis phonepe",2025-06-30,8058.2,debited,byjus,-8058.2,2025,6,30,196112167862,Education
"inr 5452.49 successfully debited account xxxx9452 via upi goibibo 05apr2025. ref414962592294, axis amazon pay",2025-05-04,5452.49,debited,goibibo,-5452.49,2025,5,4,414962592294,Travel
"inr 7752.19 successfully debited account xxxx7632 via upi 1mg 21may2025. ref260592892617, pnb google pay",2025-05-21,7752.19,debited,1mg,-7752.19,2025,5,21,260592892617,Health & Wellness
"inr 1767.03 successfully debited account xxxx5237 via upi flipkart 01feb2025. ref717141586196, sbi bhim",2025-01-02,1767.03,debited,flipkart,-1767.03,2025,1,2,717141586196,Shopping
"inr 6192.35 successfully debited account xxxx8068 via upi mcdonalds 07jan2025. ref999324140138, hdfc google pay",2025-07-01,6192.35,debited,mcdonalds,-6192.35,2025,7,1,999324140138,Other
"inr 1944.87 successfully debited account xxxx2825 via upi amazon 16mar2025. ref998404586169, bob bhim",2025-03-16,1944.87,debited,amazon,-1944.87,2025,3,16,998404586169,Shopping
"inr 1763.28 successfully debited account xxxx6612 via upi ola 10jul2025. ref898599059027, sbi amazon pay",2025-10-07,1763.28,debited,ola,-1763.28,2025,10,7,898599059027,Transportation
"inr 2840.36 successfully debited account xxxx9457 via upi bookmyshow 09mar2025. ref677023219773, pnb google pay",2025-09-03,2840.36,debited,bookmyshow,-2840.36,2025,9,3,677023219773,Entertainment
"inr 1899.22 successfully debited account xxxx8936 via upi irctc 05feb2025. ref402323662124, bob paytm",2025-05-02,1899.22,debited,irctc,-1899.22,2025,5,2,402323662124,Other
"inr 4688.29 successfully debited account xxxx2359 via upi practo 04jun2025. ref521161133391, axis bhim",2025-04-06,4688.29,debited,practo,-4688.29,2025,4,6,521161133391,Health & Wellness
"inr 4452.23 successfully debited account xxxx8717 via upi spotify 16mar2025. ref571882465261, icici bhim",2025-03-16,4452.23,debited,spotify,-4452.23,2025,3,16,571882465261,Entertainment
"inr 4753.55 successfully debited account xxxx5103 via upi rent transfer 01jan2025. ref582548629017, sbi google pay",2025-01-01,4753.55,debited,rent transfer,-4753.55,2025,1,1,582548629017,Rent
"inr 1107.33 successfully debited account xxxx1151 via upi irctc 06jan2025. ref915955333526, sbi bhim",2025-06-01,1107.33,debited,irctc,-1107.33,2025,6,1,915955333526,Other
"inr 1143.48 successfully debited account xxxx5029 via upi big bazaar 10jul2025. ref929357258891, sbi paytm",2025-10-07,1143.48,debited,big bazaar,-1143.48,2025,10,7,929357258891,Shopping
"inr 8595.22 successfully debited account xxxx1812 via upi water bill 19feb2025. ref967026025973, sbi phonepe",2025-02-19,8595.22,debited,water bill,-8595.22,2025,2,19,967026025973,Bills & Utilities
"inr 9889.49 successfully debited account xxxx5379 via upi mobile bill 21apr2025. ref654579639257, hdfc amazon pay",2025-04-21,9889.49,debited,mobile bill,-9889.49,2025,4,21,654579639257,Bills & Utilities
"inr 4758.29 successfully debited account xxxx1825 via upi amazon 04feb2025. ref940183862300, hdfc phonepe",2025-04-02,4758.29,debited,amazon,-4758.29,2025,4,2,940183862300,Shopping
"inr 4942.93 successfully debited account xxxx3075 via upi rent transfer 22feb2025. ref483653329543, axis bhim",2025-02-22,4942.93,debited,rent transfer,-4942.93,2025,2,22,483653329543,Rent
"inr 5268.02 successfully debited account xxxx8517 via upi redbus 14jan2025. ref936459028761, bob amazon pay",2025-01-14,5268.02,debited,redbus,-5268.02,2025,1,14,936459028761,Travel
"inr 5927.72 successfully debited account xxxx9282 via upi medplus 15feb2025. ref105517655644, icici paytm",2025-02-15,5927.72,debited,medplus,-5927.72,2025,2,15,105517655644,Health & Wellness
"inr 1498.96 successfully debited account xxxx8655 via upi medplus 04jun2025. ref946676412939, sbi amazon pay",2025-04-06,1498.96,debited,medplus,-1498.96,2025,4,6,946676412939,Health & Wellness
"inr 1603.67 successfully debited account xxxx6736 via upi coursera 18mar2025. ref750511020191, pnb bhim",2025-03-18,1603.67,debited,coursera,-1603.67,2025,3,18,750511020191,Education
"inr 1798.86 successfully debited account xxxx2892 via upi electricity board 27feb2025. ref431235463872, hdfc phonepe",2025-02-27,1798.86,debited,electricity board,-1798.86,2025,2,27,431235463872,Bills & Utilities
"inr 3590.84 successfully debited account xxxx4846 via upi bsnl 01feb2025. ref525457340897, hdfc paytm",2025-01-02,3590.84,debited,bsnl,-3590.84,2025,1,2,525457340897,Other
"inr 2078.27 successfully debited account xxxx9066 via upi ola 21jul2025. ref911307207674, axis amazon pay",2025-07-21,2078.27,debited,ola,-2078.27,2025,7,21,911307207674,Transportation
"inr 5150.89 successfully debited account xxxx8337 via upi uber 12jan2025. ref407589751144, hdfc amazon pay",2025-12-01,5150.89,debited,uber,-5150.89,2025,12,1,407589751144,Transportation
"inr 326.58 successfully debited account xxxx1218 via upi vi recharge 25jul2025. ref944985542673, axis amazon pay",2025-07-25,326.58,debited,vi recharge,-326.58,2025,7,25,944985542673,Bills & Utilities
"inr 2907.31 successfully debited account xxxx7524 via upi kfc 28jun2025. ref675583349397, hdfc amazon pay",2025-06-28,2907.31,debited,kfc,-2907.31,2025,6,28,675583349397,Food & Dining
"inr 7380.67 successfully debited account xxxx3089 via upi big bazaar 17mar2025. ref918931135646, icici google pay",2025-03-17,7380.67,debited,big bazaar,-7380.67,2025,3,17,918931135646,Shopping
"inr 8168.22 successfully debited account xxxx9190 via upi jio 14jul2025. ref711825643795, pnb phonepe",2025-07-14,8168.22,debited,jio,-8168.22,2025,7,14,711825643795,Bills & Utilities
"inr 1087.24 successfully debited account xxxx6686 via upi bsnl 25jul2025. ref506891406576, pnb paytm",2025-07-25,1087.24,debited,bsnl,-1087.24,2025,7,25,506891406576,Other
"inr 8566.15 successfully debited account xxxx8270 via upi room rent 20jun2025. ref420969929213, icici phonepe",2025-06-20,8566.15,debited,room rent,-8566.15,2025,6,20,420969929213,Rent
"inr 7139.32 successfully debited account xxxx4965 via upi zomato 08feb2025. ref870799610325, bob bhim",2025-08-02,7139.32,debited,zomato,-7139.32,2025,8,2,870799610325,Food & Dining
"inr 3962.95 successfully debited account xxxx7294 via upi nykaa 10jul2025. ref725400397438, sbi amazon pay",2025-10-06,3962.95,debited,nykaa,-3962.95,2025,10,6,725400397438,Shopping
"inr 5495.65 successfully debited account xxxx1120 via upi internet bill 27mar2025. ref498125293058, axis amazon pay",2025-03-27,5495.65,debited,internet bill,-5495.65,2025,3,27,498125293058,Bills & Utilities
"inr 4562.14 successfully debited account xxxx9497 via upi irctc 19feb2025. ref430843491441, axis paytm",2025-02-19,4562.14,debited,irctc,-4562.14,2025,2,19,430843491441,Other
"inr 6704.82 successfully debited account xxxx8683 via upi mcdonalds 29jul2025. ref167003853956, icici bhim",2025-07-29,6704.82,debited,mcdonalds,-6704.82,2025,7,29,167003853956,Other
"inr 4037.69 successfully debited account xxxx8951 via upi hotstar 29apr2025. ref953737178445, hdfc bhim",2025-04-29,4037.69,debited,hotstar,-4037.69,2025,4,29,953737178445,Entertainment
"inr 6852.04 successfully debited account xxxx3543 via upi zomato 25jul2025. ref758064778016, bob google pay",2025-07-25,6852.04,debited,zomato,-6852.04,2025,7,25,758064778016,Food & Dining
"inr 6386.99 successfully debited account xxxx9531 via upi spotify 22jun2025. ref484482919556, axis phonepe",2025-06-22,6386.99,debited,spotify,-6386.99,2025,6,22,484482919556,Entertainment
"inr 216.47 successfully debited account xxxx4683 via upi practo 22jun2025. ref471060101657, bob bhim",2025-06-22,216.47,debited,practo,-216.47,2025,6,22,471060101657,Health & Wellness
"inr 5374.17 successfully debited account xxxx2037 via upi mcdonalds 25apr2025. ref935996068966, pnb google pay",2025-04-25,5374.17,debited,mcdonalds,-5374.17,2025,4,25,935996068966,Other
"inr 1301.70 successfully debited account xxxx6945 via upi coursera 03jun2025. ref330972550226, hdfc bhim",2025-03-06,1301.7,debited,coursera,-1301.7,2025,3,6,330972550226,Education
"inr 6756.97 successfully debited account xxxx8379 via upi udemy 10may2025. ref150276540354, icici phonepe",2025-10-05,6756.97,debited,udemy,-6756.97,2025,10,5,150276540354,Education
"inr 9625.10 successfully debited account xxxx5646 via upi goibibo 28feb2025. ref959375749287, pnb amazon pay",2025-02-28,9625.1,debited,goibibo,-9625.1,2025,2,28,959375749287,Travel
"inr 4293.95 successfully debited account xxxx9728 via upi rent transfer 23mar2025. ref501093907629, hdfc paytm",2025-03-23,4293.95,debited,rent transfer,-4293.95,2025,3,23,501093907629,Rent
"inr 299.78 successfully debited account xxxx3430 via upi amazon 27feb2025. ref892301255081, axis bhim",2025-02-27,299.78,debited,amazon,-299.78,2025,2,27,892301255081,Shopping
"inr 8284.32 successfully debited account xxxx8624 via upi dmart 01apr2025. ref848574554331, icici bhim",2025-01-04,8284.32,debited,d-mart,-8284.32,2025,1,4,848574554331,Groceries
"inr 768.87 successfully debited account xxxx8041 via upi 1mg 12apr2025. ref871280099001, hdfc phonepe",2025-12-04,768.87,debited,1mg,-768.87,2025,12,4,871280099001,Health & Wellness
"inr 4436.29 successfully debited account xxxx3184 via upi ajio 20feb2025. ref784279318358, axis paytm",2025-02-20,4436.29,debited,ajio,-4436.29,2025,2,20,784279318358,Bills & Utilities
"inr 1137.97 successfully debited account xxxx9967 via upi bookmyshow 18jan2025. ref607655891615, icici amazon pay",2025-01-18,1137.97,debited,bookmyshow,-1137.97,2025,1,18,607655891615,Entertainment
"inr 274.85 successfully debited account xxxx1407 via upi mobile bill 27jan2025. ref871428507748, bob bhim",2025-01-27,274.85,debited,mobile bill,-274.85,2025,1,27,871428507748,Bills & Utilities
"inr 3722.65 successfully debited account xxxx6517 via upi electricity board 21apr2025. ref331806788668, axis google pay",2025-04-21,3722.65,debited,electricity board,-3722.65,2025,4,21,331806788668,Bills & Utilities
"inr 9486.06 successfully debited account xxxx4480 via upi swiggy 18may2025. ref407196224327, bob bhim",2025-05-18,9486.06,debited,swiggy,-9486.06,2025,5,18,407196224327,Food & Dining
"inr 672.37 successfully debited account xxxx6886 via upi amazon 29jul2025. ref476929539725, bob paytm",2025-07-29,9486.06,debited,amazon,-9486.06,2025,7,29,476929539725,Shopping
"inr 8178.95 successfully debited account xxxx1524 via upi mcdonalds 02may2025. ref533596839082, bob paytm",2025-02-05,8178.95,debited,mcdonalds,-8178.95,2025,2,5,533596839082,Other
